¿Qué es un foro virtual según el material de la OEA?,"Un espacio de comunicación en Internet donde los usuarios publican mensajes sobre una temática, formando un hilo de debate, intercambio o consenso."
"En los foros educativos, ¿quién convoca generalmente el intercambio y cuál es el objetivo principal?",Son convocados por el docente y el objetivo es el intercambio entre alumnos para construir conocimiento colectivamente.
"La comunicación en los foros es _____, lo que significa que no es necesaria la coincidencia en el tiempo para participar.",asincrónica
¿Cuál es una ventaja principal de la comunicación asincrónica en los foros?,"Permite la reflexión, búsqueda de información y redacción de participaciones sin la presión del tiempo real."
¿Cuál es el principal peligro de la participación off-line o demasiado meditada en un foro?,"La excesiva formalización del debate, el acartonamiento y la despersonalización."
"Para que un foro de debate sea rico y exitoso, ¿qué condición fundamental debe cumplir la temática propuesta?","Debe permitir la controversia, es decir, que existan al menos dos posibilidades de respuesta."
"¿Por qué un tema como ""la tabla del 7"" no es adecuado para un foro de debate?","Porque no permite opinar ni generar controversia, ya que es un hecho cerrado y no un tema debatible."
"Según el material, ¿qué tipo de textos iniciadores o disparadores no sirven para un foro de debate?","Los textos cerrados, en los que la verdad ya está dicha, porque dificultan la participación y la opinión del lector."
"¿Qué es una ""consigna convocante"" en el contexto de un foro?",Es la pregunta o planteamiento inicial redactado por el docente para iniciar el debate o la actividad en el foro.
"¿Por qué la consigna ""Los invito a debatir sobre tal tema..."" no es considerada una buena consigna?",Porque no es específica ni concreta; el nombre de un tema no es un tema de debate en sí mismo.
"Una buena consigna para un foro de debate debe explicitar lo _____, la duda o la posibilidad de que algo sea de diferentes maneras.",controversial
¿Cuál es el objetivo principal de un foro de investigación?,"Que el grupo construya ideas y consensos alrededor de un interrogante, recopilando, sintetizando y compartiendo información."
Los foros de trabajo y consenso son una excelente herramienta para los trabajos grupales en modalidad virtual porque...,"Permiten que todo el proceso colaborativo (debate, acuerdos, elaboración) quede a la vista del docente y los compañeros."
¿Para qué se utilizan los foros de presentación en un entorno virtual?,"Para que los participantes se presenten a sus compañeros y docentes, quedando la información visible durante todo el curso."
¿Cuál es la utilidad principal de un foro de consulta?,"Despejar dudas que pueden ser comunes a todo el grupo, donde tanto docentes como alumnos pueden responder."
"Según la investigación citada del ITESM, ¿qué efecto tiene una tutoría activa y la presencia del moderador en un foro?","Fomenta la participación, aumenta la interacción entre participantes y ayuda a alcanzar niveles más avanzados de construcción del conocimiento."
"En un foro, ¿por qué el docente debe tener cuidado al felicitar públicamente el aporte de un estudiante?",Porque el resto de los participantes puede sentirse menoscabado o que sus aportes no son valorados.
"Si aparecen opiniones contradictorias en un foro, ¿cómo puede intervenir el docente para estimular el debate?","Poniendo en evidencia las divergencias e instando a los participantes a pronunciarse sobre ellas, estimulando la crítica de ideas."
¿Por qué la opinión del docente sobre el contenido de un debate tiende a cerrarlo o clausurarlo?,"Debido a la cultura de que ""el que sabe es el docente"", por lo que su palabra se percibe como la última o la correcta."
"Nombre uno de los ""enemigos de los foros exitosos"" relacionado con el miedo a escribir en público.","La vergüenza, que inhibe la participación por el temor a lo que los demás leerán."
"¿A qué se refiere el término ""especulación"" como un enemigo de los foros exitosos?","A la conducta del estudiante que participa pensando solo en la calificación, esperando a ver qué escriben otros para glosar sus intervenciones."
"Tipo de participación en un foro que se caracteriza por textos con poca coherencia, pero que incluyen palabras clave de los materiales de estudio.",Cadáver exquisito.
Tipo de participación en foro: Con aportes.,"Son las participaciones de mejor calidad que, además de ser correctas, evidencian pensamiento autónomo, creatividad y uso de fuentes diversas."
¿Cuál es la principal desventaja del formato de foros anidados para fines educativos?,"Requiere que el alumno ingrese a muchas páginas diferentes para leer todas las intervenciones, lo que puede desincentivar la participación."
"¿Qué ventaja ofrece el formato de foro plano, donde todas las participaciones están en la misma página?","Permite un acceso más rápido a todo el contenido, facilita la lectura offline y la navegación usando solo el scroll."
"¿Cómo presenta Moodle los foros, combinando las características de los anidados y los planos?","Los presenta anidados pero todos en la misma página, identando las respuestas que dependen de otro mensaje."
¿Qué es la metodología de aprendizaje colaborativo?,"Una metodología que conduce a un proceso de enseñanza-aprendizaje constructivo entre participantes, facilitando la toma de decisiones conjunta."
"En el aprendizaje colaborativo, el éxito del grupo es un estímulo para el logro de los objetivos individuales y para la _____ del alumno en el curso.",retención
"Según el material, el aprendizaje colaborativo debe avanzar hacia la construcción de un _____ grupal que evite la discriminación de intervenciones diferentes.",consenso
Nombre dos características del trabajo colaborativo que lo hacen apropiado para la educación a distancia.,No requiere interacción cara a cara y sus destinatarios más beneficiados son los adultos.
¿Cuáles son las tres dimensiones fundamentales a estudiar para una implementación exitosa del aprendizaje colaborativo?,"La composición del grupo, las tareas a realizar y los medios de comunicación."
"En la composición de un grupo colaborativo, ¿por qué se prefiere que los grupos sean pequeños?",Para asegurar la participación de todos los miembros.
El proceso de implementación de la metodología colaborativa comienza con la fase de _____ y luego la distribución de tareas.,Asignación de Roles
"La frase ""en el trabajo colaborativo se procura ser más que la suma de las partes"" se relaciona con una visión _____ del aprendizaje.",sistémica
¿Qué teoría del aprendizaje se centra en la respuesta observable de un individuo a un estímulo como principal indicador del aprendizaje?,El conductismo.
Exponentes del Conductismo.,"John B. Watson, Burrhus F. Skinner y Edward L. Thorndike."
"Según el conductismo, el elemento clave del aprendizaje es el _____ de las conductas.",refuerzo
"¿Qué teoría del aprendizaje concibe al individuo como un procesador activo de información, análogo a un sistema computacional?",El cognitivismo.
Exponentes del Cognitivismo.,"Jean Piaget, Jerome S. Bruner, David P. Ausubel y Robert M. Gagné."
"En el cognitivismo, el concepto de _____ de Piaget se refiere a la integración de nuevos conceptos en estructuras cognitivas previas.",asimilación
"En el cognitivismo, el concepto de _____ de Piaget implica la reorganización de las estructuras mentales cuando la nueva información no encaja.",acomodación
¿Qué teoría sostiene que el aprendizaje es un proceso activo donde el individuo construye representaciones mentales a través de la interacción con su entorno?,El constructivismo.
"En el constructivismo social de Vygotsky, ¿qué es la ""Zona de Desarrollo Próximo"" (ZDP)?",Es el espacio entre lo que un estudiante puede hacer por sí solo y lo que puede lograr con la ayuda de un docente o compañero más capaz.
"El concepto de _____, asociado al constructivismo, se refiere al apoyo gradual que se le da a un estudiante hasta que logra la autonomía.",andamiaje
"¿Qué teoría del aprendizaje, propuesta por Siemens y Downes, entiende el conocimiento como una red de nodos y conexiones?",El conectivismo.
"Según el conectivismo, aprender implica reconocer patrones y establecer _____ en redes tanto externas como internas.",vínculos
"¿Qué teoría del aprendizaje centra su atención en el valor del individuo, la libertad personal y la capacidad de alcanzar la autorrealización?",El humanismo.
Exponentes del Humanismo.,Abraham Maslow y Carl Rogers.
"¿Cuál es el paradigma educativo que se enfoca en el desarrollo integral del estudiante, la formación de valores éticos y la responsabilidad social?",El humanismo.
"El paradigma _____ considera la educación como la interacción entre el individuo y su entorno, con énfasis en la sostenibilidad.",ecológico
¿Cuál es la diferencia fundamental entre el chat y el foro como herramientas de comunicación en un aula virtual?,"El chat es una herramienta de comunicación síncrona (en tiempo real), mientras que el foro es asíncrono (en tiempo diferido)."
"Para evitar problemas en un chat educativo, se recomienda que los grupos tengan entre _____ y _____ integrantes.",3 y 5
"En la guía para un chat educativo, ¿para qué se utiliza el signo de interrogación (?)?",Para solicitar la palabra antes de intervenir.
"En un aula virtual, ¿cuál es el objetivo principal del tutor?","Facilitar el desempeño del participante, promoviendo la retención de conocimientos y un aprendizaje significativo."
"Mencione una actividad clave del tutor en el eje ""Tutor y los aprendizajes"".","Promover un aprendizaje colaborativo e interactivo, utilizar diversas herramientas, identificar necesidades o brindar ayuda oportunamente."
Mencione una característica del perfil del tutor en línea.,"Facilitador, motivador, genera confianza, planifica, es creativo o reflexivo, entre otras."
"¿Qué son las preguntas socráticas, que pueden plantearse en un foro?","Son preguntas diseñadas para ayudar a otros a aprender y reflexionar, explorando suposiciones, motivos, perspectivas y consecuencias."
Dê un ejemplo de una pregunta socrática clarificadora.,¿Cuál es el punto central? o ¿Puedes darme un ejemplo?
Dê un ejemplo de una pregunta socrática que prueba implicaciones y consecuencias.,¿A qué conduciría eso? o ¿Por qué razón este asunto es importante?
"En la estructura de un foro, ¿por qué es importante que el nombre del foro invite a la participación y no sea genérico?",Para captar el interés de los estudiantes y motivarlos a entrar y participar en la discusión.
"Según el texto ""Estructura de los foros"", ¿qué elemento debe incluirse claramente en la consigna además de la tarea a realizar?",La fecha límite de entrega y si la participación es opcional u obligatoria.
"Al final del mensaje de un foro, ¿qué recomendación se da sobre la firma en la despedida?","Colocar el nombre del autor, pero no los títulos profesionales."
"El paradigma _____ se refiere a la construcción del conocimiento por parte del estudiante, quien participa activamente en el aprendizaje.",constructivista
"¿Qué paradigma educativo comprende las relaciones entre las partes del sistema educativo, considerando el todo?",El paradigma sistémico.
"La teoría del _____ propone que la mente humana funciona de manera análoga a un sistema computacional, con memoria sensorial, a corto y largo plazo.",procesamiento de la información
"¿Qué es la ""instrucción programada"" de Skinner, una aplicación educativa del conductismo?","Un método que presenta material en una secuencia graduada de pequeños pasos, con retroalimentación inmediata después de cada uno."
"En el contexto de la tutoría virtual, ¿qué implica la función de ""Apoyo Técnico y Operativo a la Coordinación""?","Informar sobre el progreso de los participantes, problemas como la deserción, y los resultados de las evaluaciones a la coordinación del curso."
"El aprendizaje _____ se define como la acción y experiencia en el aprendizaje, construyendo conocimiento a través de la interacción y la reflexión.",enactivo
¿Cuál es el rol del docente en el constructivismo?,"Actúa como un facilitador del aprendizaje activo, diseñando escenarios y fomentando la autonomía del estudiante."
¿Qué son los BBS (Bulletin Board System) mencionados como precursores de los foros web modernos?,"Una especie de ""clubes virtuales"" a los que se accedía por línea telefónica para intercambiar archivos, chatear o participar en foros temáticos."
"Según el material, ¿qué se debe hacer si un mensaje en un foro es racista o discriminatorio y debe ser eliminado?","Informar sintéticamente a los participantes sobre la eliminación y, en forma privada, al autor del mensaje."
¿Qué tipo de participación en un foro consiste en adjuntar archivos largos en lugar de escribir directamente en el cuerpo del mensaje?,"El que adjunta, una práctica que debería ser desalentada por dificultar la lectura para los demás."
"En el aprendizaje colaborativo, ¿cuánto tiempo se estima que toma para que los miembros del grupo desarrollen habilidades de colaboración?",Entre cuatro y seis semanas.
¿Qué es el paradigma complejo en educación?,"Una perspectiva que entiende la educación como un sistema dinámico y multifacético, donde interactúan múltiples variables."
